SIB1 additional size (bytes),Time duration to transmit (milliseconds),BelowThreshold,AboveThreshold
64,803.671,,803.671
128,803.424,,803.424
255,804.759,,804.759
8,803.104,,803.104
16,782.408,782.408,
32,804.159,,804.159
64,805.754,,805.754
128,800.583,800.583,
255,804.493,,804.493
8,803.596,,803.596
16,803.587,,803.587
32,802.885,,802.885
64,801.627,801.627,
128,803.328,,803.328
255,802.888,,802.888
8,801.932,801.932,
16,801.188,801.188,
32,802.22,802.22,
64,782.026,782.026,
128,802.694,802.694,
255,801.604,801.604,
8,804.308,,804.308
16,803.298,,803.298
32,802.671,,802.671
64,802.182,802.182,
128,798.221,798.221,
255,803.718,,803.718
8,779.88,779.88,
16,778.004,778.004,
32,799.823,799.823,
64,803.415,,803.415
128,803.341,,803.341
255,803.903,,803.903
8,800.449,800.449,
16,780.256,780.256,
32,802.754,,802.754
64,800.645,800.645,
128,805.819,,805.819
255,781.23,781.23,
8,782.736,782.736,
16,804.994,,804.994
32,801.307,801.307,
64,802.085,802.085,
128,801.391,801.391,
255,798.526,798.526,
8,800.321,800.321,
16,803.255,,803.255
32,804.716,,804.716
64,801.379,801.379,
128,801.177,801.177,
255,801.713,801.713,
8,780.103,780.103,
16,802.49,,802.49
32,800.533,800.533,
64,803.883,,803.883
128,804.181,,804.181
255,806.902,,806.902
8,803.502,,803.502
16,805.63,,805.63
32,806.865,,806.865
64,800.307,800.307,
128,802.44,802.44,
255,802.483,802.483,
8,780.105,780.105,
16,804.192,,804.192
32,803.759,,803.759
64,803.31,,803.31
128,803.065,,803.065
255,802.618,802.618,
8,793.319,793.319,
16,784.564,784.564,
32,806.109,,806.109
64,776.979,776.979,
128,809.41,,809.41
255,804.144,,804.144
8,779.683,779.683,
16,779.27,779.27,
32,803.792,,803.792
64,802.878,802.878,
128,779.37,779.37,
255,779.256,779.256,
8,802.892,802.892,
16,804.261,,804.261
32,801.638,801.638,
64,801.754,801.754,
128,803.91,,803.91
255,803.667,,803.667
8,806.049,,806.049
16,802.417,,802.417
32,802.675,,802.675
64,801.763,801.763,
128,803.014,,803.014
255,780.158,780.158,
8,804.812,,804.812
16,781.102,781.102,
32,777.201,777.201,
64,805.718,,805.718
128,776.626,776.626,
255,779.078,779.078,
8,778.496,778.496,
16,801.202,801.202,
32,803.119,,803.119
64,778.627,778.627,
128,803.703,,803.703
255,804.395,,804.395
8,804.468,,804.468
16,801.896,801.896,
32,778.599,778.599,
64,805.129,,805.129
128,778.492,778.492,
255,803.818,,803.818
8,804.69,,804.69
16,802.475,,802.475
32,803.888,,803.888
64,801.888,801.888,
128,805.611,,805.611
255,804.788,,804.788
8,800.213,800.213,
16,808.709,,808.709
32,804.416,,804.416
64,804.536,,804.536
128,805.354,,805.354
255,800.561,800.561,
8,803.423,,803.423
16,800.459,800.459,
32,801.761,801.761,
64,803.456,,803.456
128,802.619,802.619,
255,802.027,802.027,
8,777.064,777.064,
16,802.899,,802.899
32,805.169,,805.169
64,803.215,803.215,
128,802.541,802.541,
255,778.582,778.582,
8,799.537,799.537,
16,802.583,,802.583
32,802.426,,802.426
64,805.638,,805.638
128,803.587,,803.587
255,804.501,,804.501
8,804.683,,804.683
16,800.112,800.112,
32,802.113,802.113,
64,792.935,792.935,
128,778.653,778.653,
255,803.243,,803.243
8,801.305,801.305,
16,781.332,781.332,
32,779.685,779.685,
64,801.501,801.501,
128,800.569,800.569,
255,803.813,,803.813
8,801.977,801.977,
16,779.977,779.977,
32,806.871,,806.871
64,782.8,782.8,
128,803.929,,803.929
255,804.895,,804.895
8,801.633,801.633,
16,802.3,,802.3
32,800.488,800.488,
64,802.538,802.538,
128,802.873,,802.873
255,801.85,801.85,
8,780.09,780.09,
16,802.572,,802.572
32,801.763,801.763,
64,780.48,780.48,
128,803.346,,803.346
255,800.504,800.504,
8,807.037,,807.037
16,801.865,801.865,
32,780.058,780.058,
64,802.398,802.398,
128,802.543,802.543,
255,830.976,,830.976
8,804.009,,804.009
16,801.657,801.657,
32,794.05,794.05,
64,796.417,796.417,
128,795.227,795.227,
255,804.258,,804.258
8,801.425,801.425,
16,805.001,,805.001
32,802.232,802.232,
64,782.649,782.649,
128,782.064,782.064,
255,801.978,801.978,
8,807.632,,807.632
16,804.059,,804.059
32,802.118,802.118,
64,780.246,780.246,
128,805.089,,805.089
255,780.904,780.904,
8,802.743,802.743,
16,779.244,779.244,
32,802.76,,802.76
64,781.332,781.332,
128,802.759,802.759,
255,801.957,801.957,
8,801.719,801.719,
16,801.046,801.046,
32,806.328,,806.328
64,802.148,802.148,
128,802.762,802.762,
255,806.14,,806.14
8,800.752,800.752,
16,805.113,,805.113
32,780.252,780.252,
64,802.159,802.159,
128,801.554,801.554,
255,804.128,,804.128
8,777.252,777.252,
16,802.943,,802.943
32,808.493,,808.493
64,805.236,,805.236
128,802.334,802.334,
255,804.122,,804.122
8,802.399,802.399,
16,801.204,801.204,
32,799.856,799.856,
64,796.459,796.459,
128,802.084,802.084,
255,808.863,,808.863
8,801.729,801.729,
16,802.752,,802.752
32,804.487,,804.487
64,802.901,802.901,
128,801.762,801.762,
255,806.164,,806.164
8,803.926,,803.926
16,803.533,,803.533
32,799.307,799.307,
64,779.474,779.474,
128,804.122,,804.122
255,802.864,,802.864
8,779.413,779.413,
16,802.872,,802.872
32,802.393,,802.393
64,778.255,778.255,
128,803.486,,803.486
255,780.357,780.357,
8,781.52,781.52,
16,801.358,801.358,
32,778.747,778.747,
64,801.809,801.809,
128,802.141,802.141,
255,802.305,802.305,
8,803.529,,803.529
16,805.589,,805.589
32,779.111,779.111,
64,812.622,,812.622
128,800.828,800.828,
255,804.326,,804.326
8,778.007,778.007,
16,801.706,801.706,
32,779.265,779.265,
64,794.032,794.032,
128,801.999,801.999,
255,804.22,,804.22
8,800.809,800.809,
16,803.249,,803.249
32,795.821,795.821,
64,802.597,802.597,
128,800.407,800.407,
255,802.236,802.236,
8,800.615,800.615,
16,803.192,,803.192
32,778.052,778.052,
64,804.274,,804.274
128,802.424,802.424,
255,803.61,,803.61
8,802.46,802.46,
16,797.46,797.46,
32,778.357,778.357,
64,779.403,779.403,
128,801.642,801.642,
255,804.07,,804.07
8,800.714,800.714,
16,778.682,778.682,
32,802.144,802.144,
64,800.91,800.91,
128,804.338,,804.338
255,801.012,801.012,
8,801.305,801.305,
16,806.192,,806.192
32,802.72,,802.72
64,800.313,800.313,
128,799.433,799.433,
255,801.601,801.601,
8,805.832,,805.832
16,780.245,780.245,
32,800.777,800.777,
64,801.771,801.771,
128,804.083,,804.083
255,804.247,,804.247
8,802.165,802.165,
16,803.458,,803.458
32,804.293,,804.293
64,801.948,801.948,
128,804.452,,804.452
255,801.478,801.478,
8,777.573,777.573,
16,799.694,799.694,
32,814.713,,814.713
64,779.406,779.406,
128,797.623,797.623,
255,804.183,,804.183
8,804.247,,804.247
16,803.672,,803.672
32,805.961,,805.961
64,799.691,799.691,
128,799.774,799.774,
255,801.753,801.753,
8,802.696,802.696,
16,800.723,800.723,
32,807.492,,807.492
64,802.37,802.37,
128,801.982,801.982,
255,805.719,,805.719
8,801.003,801.003,
16,780.55,780.55,
32,779.732,779.732,
64,803.81,,803.81
128,781.13,781.13,
255,801.754,801.754,
8,802.903,802.903,
16,800.969,800.969,
32,778.899,778.899,
64,804.472,,804.472
128,805.897,,805.897
255,800.701,800.701,
8,795.96,795.96,
16,804.427,,804.427
32,804.759,,804.759
64,780.334,780.334,
128,806.734,,806.734
255,801.437,801.437,
8,802.455,802.455,
16,804.629,,804.629
32,777.126,777.126,
64,803.637,,803.637
128,800.25,800.25,
255,803.238,,803.238
8,802.589,802.589,
16,800.689,800.689,
32,803.043,,803.043
64,803.925,,803.925
128,802.432,802.432,
255,802.357,802.357,
8,794.95,794.95,
16,799.501,799.501,
32,801.74,801.74,
64,804.14,,804.14
128,800.944,800.944,
255,804.172,,804.172
8,804.092,,804.092
16,802.937,,802.937
32,802.805,,802.805
64,779.143,779.143,
128,794.311,794.311,
255,804.011,,804.011
8,802.904,802.904,
16,800.276,800.276,
32,802.402,,802.402
64,806.954,,806.954
128,801.389,801.389,
255,781.954,781.954,
8,801.014,801.014,
16,776.216,776.216,
32,803.341,,803.341
64,805.629,,805.629
128,796.191,796.191,
255,801.525,801.525,
8,800.609,800.609,
16,799.733,799.733,
32,781.213,781.213,
64,804.434,,804.434
128,802.583,802.583,
255,803.005,,803.005
8,799.868,799.868,
16,800.047,800.047,
32,802.632,,802.632
64,802.595,802.595,
128,803.787,,803.787
255,800.336,800.336,
8,802.686,802.686,
16,802.061,,802.061
32,800.077,800.077,
64,803.43,,803.43
128,797.584,797.584,
255,778.724,778.724,
8,802.29,802.29,
16,776.717,776.717,
32,801.513,801.513,
64,800.446,800.446,
128,801.707,801.707,
255,800.627,800.627,
8,805.415,,805.415
16,802.829,,802.829
32,807.456,,807.456
64,797.209,797.209,
128,802.663,802.663,
255,804.742,,804.742
8,798.935,798.935,
16,802.815,,802.815
32,803.163,,803.163
64,804.195,,804.195
128,799.155,799.155,
255,799.831,799.831,
8,805.574,,805.574
16,804.842,,804.842
32,803.821,,803.821
64,803.492,,803.492
128,804.857,,804.857
255,779.631,779.631,
8,801.796,801.796,
16,786.832,786.832,
32,804.929,,804.929
64,776.759,776.759,
128,778.521,778.521,
255,803.109,,803.109
8,803.338,,803.338
16,803.293,,803.293
32,804.395,,804.395
64,803.349,,803.349
128,779.729,779.729,
255,800.055,800.055,
8,801.286,801.286,
16,800.606,800.606,
32,805.742,,805.742
64,801.968,801.968,
128,806.096,,806.096
255,800.657,800.657,
8,802.598,802.598,
16,802.475,,802.475
32,802.434,,802.434
64,805.76,,805.76
128,802.609,802.609,
255,777.454,777.454,
8,802.191,802.191,
16,808.537,,808.537
32,803.194,,803.194
64,803.706,,803.706
128,802.339,802.339,
255,787.379,787.379,
8,796.06,796.06,
16,780.049,780.049,
32,805.871,,805.871
64,778.253,778.253,
128,796.476,796.476,
255,804.275,,804.275
8,802.583,802.583,
16,798.533,798.533,
32,806.937,,806.937
64,804.728,,804.728
128,801.603,801.603,
255,805.066,,805.066
8,802.385,802.385,
16,803.644,,803.644
32,797.141,797.141,
64,804.32,,804.32
128,803.633,,803.633
255,800.082,800.082,
8,802.22,802.22,
16,799.977,799.977,
32,803.679,,803.679
64,802.636,802.636,
128,803.668,,803.668
255,807.227,,807.227
8,805.061,,805.061
16,779.084,779.084,
32,802.18,802.18,
64,804.053,,804.053
128,814.246,,814.246
255,802.651,802.651,
8,805.421,,805.421
16,801.145,801.145,
32,803.879,,803.879
64,804.381,,804.381
128,800.113,800.113,
255,801.458,801.458,
8,782.626,782.626,
16,804.623,,804.623
32,804.854,,804.854
64,803.027,803.027,
128,801.737,801.737,
255,802.754,802.754,
8,802.763,802.763,
16,803.287,,803.287
32,803.523,,803.523
64,801.76,801.76,
128,802.449,802.449,
255,803.469,,803.469
8,803.981,,803.981
16,802.16,,802.16
32,802.859,,802.859
64,776.69,776.69,
128,802.445,802.445,
255,802.292,802.292,
8,781.977,781.977,
16,779.848,779.848,
32,801.579,801.579,
64,804.104,,804.104
128,798.303,798.303,
255,802.607,802.607,
8,803.468,,803.468
16,801.868,801.868,
32,802.108,802.108,
64,800.942,800.942,
128,799.542,799.542,
255,802.848,,802.848
8,803.531,,803.531
16,802.996,,802.996
32,803.4,,803.4
64,800.381,800.381,
128,800.638,800.638,
255,801.653,801.653,
8,799.79,799.79,
16,780.162,780.162,
32,801.325,801.325,
64,794.817,794.817,
128,802.379,802.379,
255,803.593,,803.593
8,797.337,797.337,
16,804.94,,804.94
32,808.612,,808.612
64,804.738,,804.738
128,800.956,800.956,
255,798.273,798.273,
8,803.36,,803.36
16,803.465,,803.465
32,805.724,,805.724
64,802.127,802.127,
128,806.526,,806.526
255,806.366,,806.366
8,804.188,,804.188
16,777.108,777.108,
32,801.819,801.819,
64,800.498,800.498,
128,804.405,,804.405
255,801.005,801.005,
8,802.424,802.424,
16,803.514,,803.514
32,803.992,,803.992
64,779.568,779.568,
128,778.189,778.189,
255,800.608,800.608,
8,801.932,801.932,
16,802.642,,802.642
32,805.058,,805.058
64,778.998,778.998,
128,779.734,779.734,
255,782.323,782.323,
8,802.712,802.712,
16,803.03,,803.03
32,800.786,800.786,
64,803.879,,803.879
128,800.342,800.342,
255,803.768,,803.768
8,802.769,802.769,
16,801.945,801.945,
32,800.956,800.956,
64,806.778,,806.778
128,793.974,793.974,
255,801.985,801.985,
8,802.657,802.657,
16,804.401,,804.401
32,803.482,,803.482
64,806.679,,806.679
128,784.918,784.918,
255,800.606,800.606,
8,801.02,801.02,
16,804.586,,804.586
32,794.293,794.293,
64,797.663,797.663,
128,777.329,777.329,
255,801.15,801.15,
8,777.416,777.416,
16,801.731,801.731,
32,801.95,801.95,
64,802.83,802.83,
128,776.542,776.542,
255,799.758,799.758,
8,800.264,800.264,
16,803.331,,803.331
32,805.831,,805.831
64,803.587,,803.587
128,804.707,,804.707
255,803.353,,803.353
8,804.687,,804.687
16,800.034,800.034,
32,803.963,,803.963
64,802.883,802.883,
128,801.024,801.024,
255,803.54,,803.54
8,780.079,780.079,
16,801.572,801.572,
32,807.201,,807.201
64,795.827,795.827,
128,804.848,,804.848
255,805.214,,805.214
8,804.423,,804.423
16,801.111,801.111,
32,802.672,,802.672
64,808.531,,808.531
128,801.122,801.122,
255,778.044,778.044,
8,799.681,799.681,
16,804.275,,804.275
32,805.252,,805.252
64,802.602,802.602,
128,803.671,,803.671
255,797.681,797.681,
8,811.501,,811.501
16,799.802,799.802,
32,804.372,,804.372
64,802.239,802.239,
128,781.656,781.656,
255,801.639,801.639,
8,802.293,802.293,
16,777.688,777.688,
32,778.082,778.082,
64,774.303,774.303,
128,776.995,776.995,
255,804.205,,804.205
8,803.931,,803.931
16,779.055,779.055,
32,799.673,799.673,
64,801.033,801.033,
128,806.277,,806.277
255,802.263,802.263,
8,801.943,801.943,
16,801.104,801.104,
32,801.419,801.419,
64,802.785,802.785,
128,804.281,,804.281
255,801.289,801.289,
8,803.57,,803.57
16,800.102,800.102,
32,803.113,,803.113
64,805.064,,805.064
128,804.431,,804.431
255,802.594,802.594,
8,800.815,800.815,
16,806.329,,806.329
32,808.878,,808.878
64,799.246,799.246,
128,792.211,792.211,
255,779.93,779.93,
8,798.074,798.074,
16,797.893,797.893,
32,782.241,782.241,
64,806.616,,806.616
128,802.681,802.681,
255,796.065,796.065,
8,804.429,,804.429
16,802.984,,802.984
32,803.879,,803.879
64,800.557,800.557,
128,800.805,800.805,
255,797.99,797.99,
8,802.4,802.4,
16,805.269,,805.269
32,801.248,801.248,
64,780.615,780.615,
128,803.949,,803.949
255,780.157,780.157,
8,779.174,779.174,
16,802.39,,802.39
32,805.091,,805.091
64,801.13,801.13,
128,807.336,,807.336
255,798.368,798.368,
8,801.176,801.176,
16,804.547,,804.547
32,800.93,800.93,
64,804.7,,804.7
128,804.203,,804.203
255,802.698,802.698,
8,802.139,802.139,
16,801.633,801.633,
32,781.838,781.838,
64,805.646,,805.646
128,800.646,800.646,
255,800.936,800.936,
8,781.415,781.415,
16,801.506,801.506,
32,801.694,801.694,
64,804.165,,804.165
128,801.305,801.305,
255,803.088,,803.088
8,802.633,802.633,
16,803.109,,803.109
32,803.889,,803.889
64,804.646,,804.646
128,803.799,,803.799
255,802.448,802.448,
8,800.493,800.493,
16,802.508,,802.508
32,802.446,,802.446
64,805.916,,805.916
128,803.892,,803.892
255,805.444,,805.444
8,802.724,802.724,
16,781.884,781.884,
32,796.014,796.014,
64,795.179,795.179,
128,803.498,,803.498
255,801.578,801.578,
8,803.821,,803.821
16,782.532,782.532,
32,773.65,773.65,
64,804.795,,804.795
128,807.153,,807.153
255,803.95,,803.95
8,800.021,800.021,
16,802.446,,802.446
32,804.484,,804.484
64,802.783,802.783,
128,803.598,,803.598
255,801.411,801.411,
8,801.947,801.947,
16,805.369,,805.369
32,774.891,774.891,
64,804.852,,804.852
128,802.232,802.232,
255,802.898,,802.898
8,777.653,777.653,
16,811.506,,811.506
32,801.31,801.31,
64,800.61,800.61,
128,801.712,801.712,
255,776.413,776.413,
8,802.305,802.305,
16,800.989,800.989,
32,801.178,801.178,
64,804.312,,804.312
128,804.349,,804.349
255,800.782,800.782,
8,802.445,802.445,
16,803.245,,803.245
32,802.063,802.063,
64,801.965,801.965,
128,804.285,,804.285
255,794.303,794.303,
8,802.346,802.346,
16,802.449,,802.449
32,803.365,,803.365
64,776.221,776.221,
128,800.524,800.524,
255,802.963,,802.963
8,800.399,800.399,
16,802.225,,802.225
32,802.877,,802.877
64,802.508,802.508,
128,780.127,780.127,
255,806.096,,806.096
8,802.622,802.622,
16,783.224,783.224,
32,803.343,,803.343
64,799.166,799.166,
128,803.079,,803.079
255,801.393,801.393,
8,803.188,,803.188
16,804.092,,804.092
32,799.908,799.908,
64,801.54,801.54,
128,779.485,779.485,
255,801.151,801.151,
8,803.203,,803.203
16,801.368,801.368,
32,779.025,779.025,
64,795.163,795.163,
128,803.715,,803.715
255,801.922,801.922,
8,801.24,801.24,
16,801.946,801.946,
32,804.643,,804.643
64,801.289,801.289,
128,801.569,801.569,
255,803.357,,803.357
8,802.514,802.514,
16,802.606,,802.606
32,805.154,,805.154
64,776.683,776.683,
128,801.739,801.739,
255,803.678,,803.678
8,802.355,802.355,
16,782.077,782.077,
32,801.54,801.54,
64,801.137,801.137,
128,801.043,801.043,
255,803.762,,803.762
8,801.927,801.927,
16,799.371,799.371,
32,805.99,,805.99
64,802.867,802.867,
128,773.401,773.401,
255,799.281,799.281,
8,802.667,802.667,
16,797.543,797.543,
32,804.109,,804.109
64,801.175,801.175,
128,802.219,802.219,
255,801.891,801.891,
8,778.112,778.112,
16,801.705,801.705,
32,800.584,800.584,
64,799.365,799.365,
128,777.188,777.188,
255,778.805,778.805,
8,801.537,801.537,
16,800.73,800.73,
32,776.307,776.307,
64,802.777,802.777,
128,802.425,802.425,
255,803.632,,803.632
8,802.417,802.417,
16,801.062,801.062,
32,800.699,800.699,
64,801.398,801.398,
128,779.994,779.994,
255,805.503,,805.503
8,801.412,801.412,
16,806.15,,806.15
32,801.116,801.116,
64,800.657,800.657,
128,806.456,,806.456
255,802.19,802.19,
8,802.105,802.105,
16,778.094,778.094,
32,802.598,,802.598
64,801.975,801.975,
128,805.317,,805.317
255,806.67,,806.67
8,801.742,801.742,
16,803.61,,803.61
32,798.028,798.028,
64,802.081,802.081,
128,777.633,777.633,
255,801.143,801.143,
8,801.274,801.274,
16,803.24,,803.24
32,802.484,,802.484
64,804.033,,804.033
128,801.694,801.694,
255,798.999,798.999,
8,806.103,,806.103
16,800.692,800.692,
32,801.065,801.065,
64,780.084,780.084,
128,780.787,780.787,
255,799.256,799.256,
8,798.35,798.35,
16,802.723,,802.723
32,780.08,780.08,
64,804.212,,804.212
128,802.017,802.017,
255,802.164,802.164,
8,802.345,802.345,
16,802.583,,802.583
32,799.327,799.327,
64,799.507,799.507,
128,802.976,,802.976
255,801.553,801.553,
8,803.655,,803.655
16,800.265,800.265,
32,802.635,,802.635
64,799.39,799.39,
128,801.615,801.615,
255,800.582,800.582,
8,800.792,800.792,
16,802.711,,802.711
32,801.602,801.602,
64,800.55,800.55,
128,778.945,778.945,
255,778.501,778.501,
8,804.783,,804.783
16,801.999,,801.999
32,800.259,800.259,
64,804.073,,804.073
128,802.03,802.03,
255,798.238,798.238,
8,777.848,777.848,
16,775.802,775.802,
32,799.931,799.931,
64,805.02,,805.02
128,772.636,772.636,
255,801.074,801.074,
8,805.361,,805.361
16,801.658,801.658,
32,803.814,,803.814
64,802.105,802.105,
128,802.419,802.419,
255,800.837,800.837,
8,804.416,,804.416
16,779.927,779.927,
32,799.899,799.899,
64,804.357,,804.357
128,802.88,,802.88
255,804.488,,804.488
8,803.05,,803.05
16,773.843,773.843,
32,781.761,781.761,
64,802.697,802.697,
128,802.433,802.433,
255,799.75,799.75,
8,800.29,800.29,
16,800.866,800.866,
32,806.794,,806.794
64,802.02,802.02,
128,801.474,801.474,
255,778.961,778.961,
8,779.377,779.377,
16,801.234,801.234,
32,801.635,801.635,
64,805.777,,805.777
128,802.422,802.422,
255,780.189,780.189,
8,806.308,,806.308
16,803.075,,803.075
32,799.979,799.979,
64,802.477,802.477,
128,775.18,775.18,
255,806.388,,806.388
8,804.165,,804.165
16,804.601,,804.601
32,800.557,800.557,
64,821.315,,821.315
128,799.528,799.528,
255,803.424,,803.424
8,800.531,800.531,
16,799.041,799.041,
32,802.75,,802.75
64,803.561,,803.561
128,800.037,800.037,
255,800.793,800.793,
8,794.239,794.239,
16,801.187,801.187,
32,802.977,,802.977
64,805.85,,805.85
128,802.266,802.266,
255,778.196,778.196,
8,776.686,776.686,
16,800.632,800.632,
32,804.513,,804.513
64,799.137,799.137,
128,778.491,778.491,
255,776.142,776.142,
8,803.159,,803.159
16,794.366,794.366,
32,799.971,799.971,
64,800.394,800.394,
128,800.172,800.172,
255,804.698,,804.698
8,803.247,,803.247
16,802.576,,802.576
32,802.021,802.021,
64,798.906,798.906,
128,777.532,777.532,
255,777.907,777.907,
8,801.974,801.974,
16,804.229,,804.229
32,804.275,,804.275
64,778.338,778.338,
128,803.799,,803.799
255,777.595,777.595,
8,798.796,798.796,
16,798.493,798.493,
32,777.083,777.083,
64,800.015,800.015,
128,802.21,802.21,
255,799.965,799.965,
8,801.56,801.56,
16,800.754,800.754,
32,801.281,801.281,
64,779.038,779.038,
128,801.091,801.091,
255,801.74,801.74,
8,799.629,799.629,
16,800.239,800.239,
32,798.306,798.306,
64,801.037,801.037,
128,802.64,802.64,
255,800.456,800.456,
8,800.107,800.107,
16,799.191,799.191,
32,802.338,802.338,
64,803.443,,803.443
128,798.233,798.233,
255,800.457,800.457,
8,800.137,800.137,
16,800.039,800.039,
32,780.587,780.587,
64,801.938,801.938,
128,777.607,777.607,
255,792.65,792.65,
8,793.647,793.647,
16,801.45,801.45,
32,802.957,,802.957
64,800.6,800.6,
128,797.809,797.809,
255,800.824,800.824,
8,799.326,799.326,
16,801.02,801.02,
32,802.984,,802.984
64,775.007,775.007,
128,800.546,800.546,
255,800.67,800.67,
8,803.29,,803.29
16,800.131,800.131,
32,800.226,800.226,
64,798.187,798.187,
128,801.233,801.233,
255,801.798,801.798,
8,800.047,800.047,
16,798.684,798.684,
32,801.709,801.709,
64,800.619,800.619,
128,800.426,800.426,
255,802.885,,802.885
8,798.444,798.444,
16,800.437,800.437,
32,800.335,800.335,
64,800.512,800.512,
128,798.527,798.527,
255,775.829,775.829,
8,804.003,,804.003
16,801.55,801.55,
32,799.061,799.061,
64,773.171,773.171,
128,799.675,799.675,
255,794.985,794.985,
8,805.034,,805.034
16,800.085,800.085,
32,806.935,,806.935
64,800.742,800.742,
128,800.964,800.964,
255,800.389,800.389,
8,778.38,778.38,
16,802.542,,802.542
32,800.56,800.56,
64,800.555,800.555,
128,802.136,802.136,
255,801.54,801.54,
8,804.33,,804.33
16,803.651,,803.651
32,802.68,,802.68
64,800.795,800.795,
128,800.54,800.54,
255,798.732,798.732,
8,800.248,800.248,
16,805.865,,805.865
32,801.583,801.583,
64,800.612,800.612,
128,779.597,779.597,
255,800.426,800.426,
8,800.785,800.785,
16,802.995,,802.995
32,779.25,779.25,
64,777.689,777.689,
128,804.224,,804.224
255,795.541,795.541,
8,799.449,799.449,
16,799.567,799.567,
32,800.408,800.408,
64,799.201,799.201,
128,799.201,799.201,
255,778.557,778.557,
8,800.896,800.896,
16,798.305,798.305,
32,800.928,800.928,
64,796.755,796.755,
128,777.381,777.381,
255,799.176,799.176,
8,777.925,777.925,
16,797.275,797.275,
32,778.067,778.067,
64,802.297,802.297,
128,802.587,802.587,
255,799.415,799.415,
8,804.891,,804.891
16,803.183,,803.183
32,795.959,795.959,
64,802.086,802.086,
128,800.443,800.443,
255,796.861,796.861,
8,804.376,,804.376
16,801.63,801.63,
32,775.63,775.63,
64,793.063,793.063,
128,793.714,793.714,
255,799.639,799.639,
8,797.267,797.267,
16,775.686,775.686,
32,800.577,800.577,
64,803.847,,803.847
128,780.892,780.892,
255,797.306,797.306,
8,799.047,799.047,
16,801.061,801.061,
32,799.67,799.67,
64,801.031,801.031,
128,802.008,802.008,
255,800.593,800.593,
8,800.146,800.146,
16,800.536,800.536,
32,802.639,,802.639
64,799.592,799.592,
128,799.803,799.803,
255,800.765,800.765,
8,799.066,799.066,
16,777.366,777.366,
32,802.134,802.134,
64,799.239,799.239,
128,794.318,794.318,
255,781.094,781.094,
8,804.099,,804.099
16,776.484,776.484,
32,800.552,800.552,
64,800.896,800.896,
128,804.286,,804.286
255,799.747,799.747,
8,797.505,797.505,
16,780.149,780.149,
32,800.864,800.864,
64,801.938,801.938,
128,803.097,,803.097
255,799.12,799.12,
8,798.707,798.707,
16,779.147,779.147,
32,778.061,778.061,
64,801.478,801.478,
128,801.546,801.546,
255,800.282,800.282,
8,801.991,801.991,
16,776.67,776.67,
32,799.762,799.762,
64,803.241,803.241,
128,800.635,800.635,
255,775.405,775.405,
8,800.385,800.385,
16,797.658,797.658,
32,770.33,770.33,
64,801.153,801.153,
128,802.155,802.155,
255,800.944,800.944,
8,798.959,798.959,
16,801.186,801.186,
32,799.782,799.782,
64,782.169,782.169,
128,800.381,800.381,
255,799.62,799.62,
8,800.723,800.723,
16,800.957,800.957,
32,802.125,802.125,
64,799.67,799.67,
128,777.273,777.273,
255,798.075,798.075,
8,799.658,799.658,
16,776.13,776.13,
32,826.076,,826.076
64,800.22,800.22,
128,798.719,798.719,
255,800.574,800.574,
8,799.078,799.078,
16,799.449,799.449,
32,780.04,780.04,
64,797.388,797.388,
128,776.554,776.554,
255,796.795,796.795,
8,800.903,800.903,
16,800.64,800.64,
32,799.338,799.338,
64,800.186,800.186,
128,798.244,798.244,
255,796.937,796.937,
8,803.208,,803.208
16,780.034,780.034,
32,800.079,800.079,
64,800.932,800.932,
128,803.459,,803.459
255,799.359,799.359,
8,804.279,,804.279
16,777.124,777.124,
32,775.577,775.577,
64,800.822,800.822,
128,800.484,800.484,
255,778.161,778.161,
8,802.798,802.798,
16,800.391,800.391,
32,800.786,800.786,
64,779.412,779.412,
128,800.618,800.618,
255,798.417,798.417,
8,800.004,800.004,
16,802.66,,802.66
32,801.018,801.018,
64,798.82,798.82,
