SIB1 additional size (bytes),Time duration to transmit (milliseconds),BelowThreshold,AboveThreshold
128,777.113,777.113,
255,793.028,793.028,
8,776.919,776.919,
16,799.381,799.381,
32,799.003,799.003,
64,801.872,801.872,
128,777.443,777.443,
255,802.453,802.453,
8,798.46,798.46,
16,779.562,779.562,
32,798.867,798.867,
64,800.549,800.549,
128,800.137,800.137,
255,803.837,,803.837
8,803.16,,803.16
16,802.437,,802.437
32,802.451,,802.451
64,796.742,796.742,
128,799.579,799.579,
255,779.001,779.001,
8,799.679,799.679,
16,804.208,,804.208
32,776.985,776.985,
64,801.652,801.652,
128,805.574,,805.574
255,800.815,800.815,
8,801.974,801.974,
16,801.342,801.342,
32,801.316,801.316,
64,802.137,802.137,
128,799.509,799.509,
255,801.76,801.76,
8,798.935,798.935,
16,801.676,801.676,
32,805.509,,805.509
64,802.985,802.985,
128,801.519,801.519,
255,802.204,802.204,
8,801.495,801.495,
16,799.202,799.202,
32,800.719,800.719,
64,799.544,799.544,
128,799.005,799.005,
255,803.586,,803.586
8,799.518,799.518,
16,795.111,795.111,
32,801.827,801.827,
64,805.855,,805.855
128,800.629,800.629,
255,802.08,802.08,
8,801.727,801.727,
16,803.049,,803.049
32,802.936,,802.936
64,803.758,,803.758
128,795.682,795.682,
255,799.857,799.857,
8,779.282,779.282,
16,799.408,799.408,
32,779.967,779.967,
64,804.089,,804.089
128,800.858,800.858,
255,796.069,796.069,
8,802.942,802.942,
16,777.77,777.77,
32,800.045,800.045,
64,799.472,799.472,
128,801.255,801.255,
255,800.638,800.638,
8,807.549,,807.549
16,799.764,799.764,
32,799.924,799.924,
64,799.663,799.663,
128,801.263,801.263,
255,802.227,802.227,
8,778.732,778.732,
16,801.102,801.102,
32,801.518,801.518,
64,802.358,802.358,
128,800.347,800.347,
255,801.794,801.794,
8,799.671,799.671,
16,800.511,800.511,
32,800.915,800.915,
64,778.726,778.726,
128,798.963,798.963,
255,801.732,801.732,
8,798.284,798.284,
16,800.16,800.16,
32,776.319,776.319,
64,800.015,800.015,
128,804.602,,804.602
255,799.39,799.39,
8,798.293,798.293,
16,799.8,799.8,
32,799.772,799.772,
64,802.916,802.916,
128,776.258,776.258,
255,803.082,,803.082
8,799.237,799.237,
16,802.103,,802.103
32,776.888,776.888,
64,800.43,800.43,
128,800.058,800.058,
255,799.074,799.074,
8,794.049,794.049,
16,796.987,796.987,
32,796.52,796.52,
64,796.747,796.747,
128,805.397,,805.397
255,773.551,773.551,
8,802.28,802.28,
16,800.353,800.353,
32,799.776,799.776,
64,800.832,800.832,
128,799.587,799.587,
255,800.272,800.272,
8,799.771,799.771,
16,800.898,800.898,
32,800.805,800.805,
64,799.389,799.389,
128,777.016,777.016,
255,799.468,799.468,
8,777.887,777.887,
16,800.495,800.495,
32,800.942,800.942,
64,800.838,800.838,
128,799.067,799.067,
255,800.588,800.588,
8,801.09,801.09,
16,798.087,798.087,
32,799.97,799.97,
64,802.49,802.49,
128,799.783,799.783,
255,797.437,797.437,
8,776.849,776.849,
16,801.963,,801.963
32,800.024,800.024,
64,800.406,800.406,
128,798.604,798.604,
255,777.528,777.528,
8,800.592,800.592,
16,798.934,798.934,
32,800.295,800.295,
64,794.146,794.146,
128,798.673,798.673,
255,803.312,,803.312
8,803.307,,803.307
16,801.188,801.188,
32,802.999,,802.999
64,804.931,,804.931
128,803.594,,803.594
255,803.931,,803.931
8,802.129,802.129,
16,775.15,775.15,
32,804.472,,804.472
64,803.84,,803.84
128,775.562,775.562,
255,777.574,777.574,
8,800.645,800.645,
16,799.039,799.039,
32,776.202,776.202,
64,802.483,802.483,
128,799.788,799.788,
255,776.827,776.827,
8,800.915,800.915,
16,779.651,779.651,
32,798.912,798.912,
64,802.798,802.798,
128,799.458,799.458,
255,777.873,777.873,
8,796.363,796.363,
16,798.935,798.935,
32,802.954,,802.954
64,800.444,800.444,
128,800.411,800.411,
255,800.683,800.683,
8,801.792,801.792,
16,798.323,798.323,
32,801.141,801.141,
64,803.478,,803.478
128,802.248,802.248,
255,805.366,,805.366
8,804.061,,804.061
16,805.894,,805.894
32,800.284,800.284,
64,801.431,801.431,
128,777.147,777.147,
255,799.798,799.798,
8,780.991,780.991,
16,778.685,778.685,
32,798.607,798.607,
64,802.632,802.632,
128,798.834,798.834,
255,801.914,801.914,
8,800.937,800.937,
16,802.571,,802.571
32,801.725,801.725,
64,799.536,799.536,
128,781.871,781.871,
255,801.691,801.691,
8,805.485,,805.485
16,800.749,800.749,
32,778.576,778.576,
64,792.665,792.665,
128,801.605,801.605,
255,778.702,778.702,
8,801.014,801.014,
16,801.524,801.524,
32,804.463,,804.463
64,774.416,774.416,
128,802.259,802.259,
255,804.647,,804.647
8,804.72,,804.72
16,801.294,801.294,
32,799.575,799.575,
64,800.899,800.899,
128,778.644,778.644,
255,800.93,800.93,
8,777.023,777.023,
16,778.676,778.676,
32,802.285,802.285,
64,800.208,800.208,
128,799.185,799.185,
255,803.22,,803.22
8,801.029,801.029,
16,802.296,,802.296
32,799.698,799.698,
64,801.748,801.748,
128,799.884,799.884,
255,803.11,,803.11
8,799.433,799.433,
16,799.36,799.36,
32,801.395,801.395,
64,800.197,800.197,
128,802.977,,802.977
255,801.701,801.701,
8,774.728,774.728,
16,799.357,799.357,
32,792.612,792.612,
64,779.401,779.401,
128,800.453,800.453,
255,801.842,801.842,
8,800.104,800.104,
16,802.747,,802.747
32,796.557,796.557,
64,802.615,802.615,
128,800.44,800.44,
255,801.687,801.687,
8,801.658,801.658,
16,799.06,799.06,
32,797.269,797.269,
64,801.424,801.424,
128,800.465,800.465,
255,792.191,792.191,
8,802.022,802.022,
16,800.095,800.095,
32,778.95,778.95,
64,800.339,800.339,
128,797.488,797.488,
255,802.733,802.733,
8,802.2,802.2,
16,801.184,801.184,
32,801.743,801.743,
64,801.903,801.903,
128,798.977,798.977,
255,802.272,802.272,
8,800.88,800.88,
16,799.856,799.856,
32,779.656,779.656,
64,804.56,,804.56
128,779.66,779.66,
255,796.819,796.819,
8,801.235,801.235,
16,801.65,801.65,
32,801.768,801.768,
64,801.842,801.842,
128,804.823,,804.823
255,797.579,797.579,
8,800.813,800.813,
16,800.79,800.79,
32,798.872,798.872,
64,782.039,782.039,
128,801.823,801.823,
255,800.1,800.1,
8,778.59,778.59,
16,792.805,792.805,
32,801.609,801.609,
64,799.294,799.294,
128,778.783,778.783,
255,798.944,798.944,
8,797.446,797.446,
16,798.194,798.194,
32,800.077,800.077,
64,798.863,798.863,
128,799.006,799.006,
255,800.573,800.573,
8,799.389,799.389,
16,800.385,800.385,
32,797.833,797.833,
64,782.683,782.683,
128,799.613,799.613,
255,801.313,801.313,
8,793.647,793.647,
16,798.356,798.356,
32,777.077,777.077,
64,777.715,777.715,
128,797.754,797.754,
255,800.21,800.21,
8,799.45,799.45,
16,777.848,777.848,
32,776.864,776.864,
64,800.309,800.309,
128,776.241,776.241,
255,798.156,798.156,
8,799.508,799.508,
16,800.886,800.886,
32,801.303,801.303,
64,801.061,801.061,
128,776.005,776.005,
255,800.85,800.85,
8,778.634,778.634,
16,804.885,,804.885
32,800.655,800.655,
64,800.022,800.022,
128,774.571,774.571,
255,800.91,800.91,
8,801.296,801.296,
16,777.729,777.729,
32,799.36,799.36,
64,802.551,802.551,
128,796.306,796.306,
255,800.693,800.693,
8,784.503,784.503,
16,800.781,800.781,
32,801.934,801.934,
64,799.54,799.54,
128,801.63,801.63,
255,803.097,,803.097
8,800.515,800.515,
16,800.711,800.711,
32,800.067,800.067,
64,774.588,774.588,
128,799.784,799.784,
255,799.38,799.38,
8,802.591,802.591,
16,800.952,800.952,
32,800.744,800.744,
64,779.177,779.177,
128,799.694,799.694,
255,800.685,800.685,
8,798.449,798.449,
16,776.74,776.74,
32,800.417,800.417,
64,798.855,798.855,
128,801.333,801.333,
255,801.021,801.021,
8,800.572,800.572,
16,800.962,800.962,
32,798.415,798.415,
64,776.937,776.937,
128,776.451,776.451,
255,800.226,800.226,
8,797.564,797.564,
16,800.694,800.694,
32,777.957,777.957,
64,802.547,802.547,
128,801.568,801.568,
255,801.628,801.628,
8,800.45,800.45,
16,779.619,779.619,
32,800.145,800.145,
64,806.124,,806.124
128,794.484,794.484,
255,793.682,793.682,
8,800.257,800.257,
16,800.446,800.446,
32,771.936,771.936,
64,800.801,800.801,
128,803.189,,803.189
255,799.525,799.525,
8,799.882,799.882,
16,800.306,800.306,
32,798.555,798.555,
64,800.439,800.439,
128,799.688,799.688,
255,803.605,,803.605
8,799.116,799.116,
16,800.521,800.521,
32,798.415,798.415,
64,777.774,777.774,
128,801.342,801.342,
255,798.967,798.967,
8,798.722,798.722,
16,779.494,779.494,
32,799.747,799.747,
64,800.191,800.191,
128,801.731,801.731,
255,800.919,800.919,
8,801.744,801.744,
16,778.372,778.372,
32,800.43,800.43,
64,801.407,801.407,
128,799.669,799.669,
255,802.934,,802.934
8,799.199,799.199,
16,800.234,800.234,
32,799.684,799.684,
64,800.166,800.166,
128,798.312,798.312,
255,802.324,802.324,
8,800.179,800.179,
16,792.724,792.724,
32,802.837,,802.837
64,800.478,800.478,
128,800.625,800.625,
255,800.178,800.178,
8,802.681,802.681,
16,776.994,776.994,
32,799.634,799.634,
64,775.651,775.651,
128,775.303,775.303,
255,799.678,799.678,
8,800.703,800.703,
16,797.209,797.209,
32,800.366,800.366,
64,800.35,800.35,
128,798.377,798.377,
255,799.42,799.42,
8,799.126,799.126,
16,798.894,798.894,
32,771.606,771.606,
64,799.224,799.224,
128,797.489,797.489,
255,798.298,798.298,
8,782.193,782.193,
16,798.791,798.791,
32,796.614,796.614,
64,769.521,769.521,
128,801.794,801.794,
255,777.954,777.954,
8,776.638,776.638,
16,779.506,779.506,
32,807.828,,807.828
64,801.839,801.839,
128,795.46,795.46,
255,803.985,,803.985
8,801.29,801.29,
16,801.393,801.393,
32,798.436,798.436,
64,792.572,792.572,
128,801.057,801.057,
255,826.502,,826.502
8,801.133,801.133,
16,800.887,800.887,
32,799.452,799.452,
64,800.519,800.519,
128,775.434,775.434,
255,795.206,795.206,
8,800.919,800.919,
16,800.964,800.964,
32,800.221,800.221,
64,802.061,802.061,
128,797.84,797.84,
255,797.693,797.693,
8,802.042,802.042,
16,777.382,777.382,
32,802.615,,802.615
64,799.409,799.409,
128,802.089,802.089,
255,800.505,800.505,
8,801.199,801.199,
16,794.014,794.014,
32,800.129,800.129,
64,777.103,777.103,
128,802.112,802.112,
255,800.699,800.699,
8,803.172,,803.172
16,802.989,,802.989
32,800.342,800.342,
64,801.767,801.767,
128,804.975,,804.975
255,777.349,777.349,
8,801.658,801.658,
16,800.444,800.444,
32,799.372,799.372,
64,801.094,801.094,
128,801.049,801.049,
255,795.668,795.668,
8,801.188,801.188,
16,800.064,800.064,
32,800.926,800.926,
64,806.592,,806.592
128,803.099,,803.099
255,799.874,799.874,
8,799.768,799.768,
16,803.769,,803.769
32,799.658,799.658,
64,771.174,771.174,
128,800.75,800.75,
255,798.297,798.297,
8,799.579,799.579,
16,799.339,799.339,
32,798.793,798.793,
64,800.088,800.088,
128,797.077,797.077,
255,800.296,800.296,
8,796.224,796.224,
16,796.061,796.061,
32,797.597,797.597,
64,801.478,801.478,
128,803.778,,803.778
255,801.238,801.238,
8,799.877,799.877,
16,776.214,776.214,
32,799.288,799.288,
64,800.826,800.826,
128,805.601,,805.601
255,794.008,794.008,
8,799.691,799.691,
16,801.943,801.943,
32,803.073,,803.073
64,799.888,799.888,
128,807.567,,807.567
255,795.607,795.607,
8,796.114,796.114,
16,779.405,779.405,
32,798.956,798.956,
64,799.198,799.198,
128,801.668,801.668,
255,774.303,774.303,
8,776.018,776.018,
16,800.176,800.176,
32,799.537,799.537,
64,802.955,802.955,
128,800.821,800.821,
255,796.497,796.497,
8,795.247,795.247,
16,799.991,799.991,
32,801.623,801.623,
64,800.945,800.945,
128,798.904,798.904,
255,802.549,802.549,
8,799.057,799.057,
16,800.132,800.132,
32,801.692,801.692,
64,799.052,799.052,
128,801.208,801.208,
255,798.993,798.993,
8,777.367,777.367,
16,799.709,799.709,
32,801.233,801.233,
64,800.52,800.52,
128,800.093,800.093,
255,802.22,802.22,
8,802.2,802.2,
16,777.771,777.771,
32,804.813,,804.813
64,799.231,799.231,
128,799.106,799.106,
255,801.541,801.541,
8,804.802,,804.802
16,779.589,779.589,
32,800.332,800.332,
64,777.704,777.704,
128,800.26,800.26,
255,778.809,778.809,
8,799.78,799.78,
16,797.43,797.43,
32,776.673,776.673,
64,798.77,798.77,
128,778.023,778.023,
255,801.865,801.865,
8,799.011,799.011,
16,795.425,795.425,
32,801.563,801.563,
64,805.138,,805.138
128,802.216,802.216,
255,796.369,796.369,
8,800.976,800.976,
16,778.079,778.079,
32,799.995,799.995,
64,800.538,800.538,
128,799.558,799.558,
255,801.051,801.051,
8,778.398,778.398,
16,772.507,772.507,
32,802.9,,802.9
64,800.158,800.158,
128,799.726,799.726,
255,801.098,801.098,
8,800.093,800.093,
16,801.353,801.353,
32,798.447,798.447,
64,798.401,798.401,
128,803.1,,803.1
255,801.078,801.078,
8,803.297,,803.297
16,800.002,800.002,
32,799.293,799.293,
64,798.687,798.687,
128,798.355,798.355,
255,801.31,801.31,
8,800.227,800.227,
16,800.769,800.769,
32,800.446,800.446,
64,805.046,,805.046
128,799.671,799.671,
255,802.819,,802.819
8,776.755,776.755,
16,803.481,,803.481
32,802.072,802.072,
64,801.063,801.063,
128,800.589,800.589,
255,802.416,802.416,
8,800.626,800.626,
16,801.058,801.058,
32,798.687,798.687,
64,798.601,798.601,
128,775.922,775.922,
255,799.764,799.764,
8,801.466,801.466,
16,797.182,797.182,
32,799.771,799.771,
64,800.476,800.476,
128,799.291,799.291,
255,776.824,776.824,
8,801.569,801.569,
16,800.708,800.708,
32,802.964,,802.964
64,798.116,798.116,
128,801.307,801.307,
255,802.65,802.65,
8,802.598,802.598,
16,797.209,797.209,
32,801.552,801.552,
64,802.529,802.529,
128,798.6,798.6,
255,781.388,781.388,
8,799.0,799.0,
16,800.583,800.583,
32,801.089,801.089,
64,800.819,800.819,
128,802.489,802.489,
255,777.199,777.199,
8,799.736,799.736,
16,801.617,801.617,
32,802.66,,802.66
64,776.884,776.884,
128,799.693,799.693,
255,802.12,802.12,
8,800.767,800.767,
16,793.885,793.885,
32,800.732,800.732,
64,804.138,,804.138
128,802.716,802.716,
255,776.692,776.692,
8,804.553,,804.553
16,802.834,,802.834
32,779.864,779.864,
64,797.238,797.238,
128,800.784,800.784,
255,798.848,798.848,
8,800.494,800.494,
16,790.661,790.661,
32,802.264,802.264,
64,776.464,776.464,
128,803.36,,803.36
255,778.82,778.82,
8,801.11,801.11,
16,794.737,794.737,
32,801.66,801.66,
64,777.973,777.973,
128,794.122,794.122,
255,774.909,774.909,
8,796.546,796.546,
16,802.136,,802.136
32,802.233,802.233,
64,800.118,800.118,
128,802.334,802.334,
255,796.888,796.888,
8,792.575,792.575,
16,801.527,801.527,
32,776.083,776.083,
64,799.696,799.696,
128,777.245,777.245,
255,800.556,800.556,
8,778.52,778.52,
16,775.331,775.331,
32,803.226,,803.226
64,802.429,802.429,
128,800.331,800.331,
255,800.739,800.739,
8,808.756,,808.756
16,800.811,800.811,
32,803.073,,803.073
64,800.67,800.67,
128,799.27,799.27,
255,802.055,802.055,
8,797.073,797.073,
16,800.167,800.167,
32,799.584,799.584,
64,801.428,801.428,
128,798.627,798.627,
255,799.37,799.37,
8,778.218,778.218,
16,800.677,800.677,
32,802.074,802.074,
64,796.146,796.146,
128,802.475,802.475,
255,794.46,794.46,
8,800.735,800.735,
16,799.459,799.459,
32,800.572,800.572,
64,776.552,776.552,
128,799.377,799.377,
255,802.486,802.486,
8,800.965,800.965,
16,802.618,,802.618
32,802.816,,802.816
64,797.94,797.94,
128,798.181,798.181,
255,803.75,,803.75
8,798.366,798.366,
16,777.335,777.335,
32,802.408,,802.408
64,800.538,800.538,
128,779.169,779.169,
255,797.785,797.785,
8,803.664,,803.664
16,803.8,,803.8
32,776.519,776.519,
64,800.677,800.677,
128,800.969,800.969,
255,802.385,802.385,
8,805.396,,805.396
16,777.901,777.901,
32,800.996,800.996,
64,798.089,798.089,
128,802.553,802.553,
255,798.754,798.754,
8,802.324,802.324,
16,799.352,799.352,
32,776.951,776.951,
64,800.827,800.827,
128,799.72,799.72,
255,800.669,800.669,
8,801.772,801.772,
16,798.274,798.274,
32,780.727,780.727,
64,801.016,801.016,
128,800.701,800.701,
255,802.195,802.195,
8,801.701,801.701,
16,799.488,799.488,
32,783.188,783.188,
64,802.294,802.294,
128,801.3,801.3,
255,801.519,801.519,
8,780.541,780.541,
16,800.642,800.642,
32,777.514,777.514,
64,803.532,,803.532
128,799.092,799.092,
255,799.958,799.958,
8,798.983,798.983,
16,801.494,801.494,
32,809.63,,809.63
64,800.754,800.754,
128,772.493,772.493,
255,800.078,800.078,
8,799.307,799.307,
16,779.468,779.468,
32,803.386,,803.386
64,776.454,776.454,
128,808.953,,808.953
255,800.668,800.668,
8,800.953,800.953,
16,805.489,,805.489
32,799.16,799.16,
64,776.354,776.354,
128,799.072,799.072,
255,780.318,780.318,
8,802.687,802.687,
16,799.641,799.641,
32,800.537,800.537,
64,798.21,798.21,
128,800.808,800.808,
255,800.993,800.993,
8,800.053,800.053,
16,800.621,800.621,
32,800.138,800.138,
64,806.441,,806.441
128,807.109,,807.109
255,797.43,797.43,
8,793.373,793.373,
16,800.309,800.309,
32,801.702,801.702,
64,777.128,777.128,
128,799.675,799.675,
255,802.738,802.738,
8,805.273,,805.273
16,802.975,,802.975
32,801.955,801.955,
64,801.218,801.218,
128,801.972,801.972,
255,799.063,799.063,
8,802.614,802.614,
16,778.999,778.999,
32,802.962,,802.962
64,800.942,800.942,
128,802.035,802.035,
255,799.016,799.016,
8,800.423,800.423,
16,800.443,800.443,
32,776.552,776.552,
64,801.077,801.077,
128,797.577,797.577,
255,802.506,802.506,
8,798.578,798.578,
16,801.653,801.653,
32,801.623,801.623,
64,803.239,803.239,
128,801.889,801.889,
255,801.658,801.658,
8,800.078,800.078,
16,793.613,793.613,
32,798.681,798.681,
64,798.878,798.878,
128,776.761,776.761,
255,798.696,798.696,
8,801.142,801.142,
16,775.332,775.332,
32,796.926,796.926,
64,800.571,800.571,
128,806.912,,806.912
255,794.694,794.694,
8,802.897,802.897,
16,778.879,778.879,
32,801.893,801.893,
64,800.622,800.622,
128,777.986,777.986,
255,801.436,801.436,
8,800.986,800.986,
16,799.932,799.932,
32,798.504,798.504,
64,799.822,799.822,
128,801.184,801.184,
255,801.41,801.41,
8,801.033,801.033,
16,801.469,801.469,
32,777.885,777.885,
64,799.327,799.327,
128,778.97,778.97,
255,802.358,802.358,
8,802.352,802.352,
16,801.815,801.815,
32,777.152,777.152,
64,800.255,800.255,
128,801.844,801.844,
255,799.39,799.39,
8,803.921,,803.921
16,805.908,,805.908
32,802.801,,802.801
64,801.424,801.424,
128,801.536,801.536,
255,801.636,801.636,
8,800.011,800.011,
16,799.134,799.134,
32,811.147,,811.147
64,806.532,,806.532
128,801.543,801.543,
255,791.495,791.495,
8,774.985,774.985,
16,801.207,801.207,
32,803.149,,803.149
64,801.037,801.037,
128,804.116,,804.116
255,800.703,800.703,
8,801.826,801.826,
16,782.735,782.735,
32,778.467,778.467,
64,803.76,,803.76
128,799.588,799.588,
255,803.207,,803.207
8,777.612,777.612,
16,801.603,801.603,
32,777.969,777.969,
64,798.308,798.308,
128,802.516,802.516,
255,779.308,779.308,
8,777.749,777.749,
16,779.306,779.306,
32,779.108,779.108,
64,799.373,799.373,
128,779.982,779.982,
255,773.975,773.975,
8,803.558,,803.558
16,806.009,,806.009
32,779.462,779.462,
64,801.503,801.503,
128,799.535,799.535,
255,800.902,800.902,
8,803.232,,803.232
16,801.4,801.4,
32,802.116,802.116,
64,776.8,776.8,
128,800.26,800.26,
255,803.308,,803.308
8,799.223,799.223,
16,801.414,801.414,
32,802.942,,802.942
64,801.533,801.533,
128,777.994,777.994,
255,803.148,,803.148
8,802.651,802.651,
16,799.393,799.393,
32,773.085,773.085,
64,807.296,,807.296
128,796.607,796.607,
255,802.416,802.416,
8,801.024,801.024,
16,800.806,800.806,
32,802.178,802.178,
64,800.611,800.611,
128,802.898,,802.898
255,804.556,,804.556
8,805.904,,805.904
16,774.688,774.688,
32,801.575,801.575,
64,798.985,798.985,
128,803.244,,803.244
255,806.234,,806.234
8,798.567,798.567,
16,801.45,801.45,
32,778.308,778.308,
64,800.874,800.874,
128,778.965,778.965,
255,778.966,778.966,
8,801.469,801.469,
16,801.5,801.5,
32,801.541,801.541,
64,776.963,776.963,
128,799.6,799.6,
255,799.779,799.779,
8,800.856,800.856,
16,802.34,,802.34
32,798.121,798.121,
64,774.219,774.219,
128,798.908,798.908,
255,777.91,777.91,
8,801.784,801.784,
16,802.676,,802.676
32,802.994,,802.994
64,799.328,799.328,
128,782.581,782.581,
255,801.449,801.449,
8,777.006,777.006,
16,801.704,801.704,
32,798.695,798.695,
64,798.078,798.078,
128,803.504,,803.504
255,777.489,777.489,
8,800.941,800.941,
16,801.291,801.291,
32,800.48,800.48,
64,799.175,799.175,
128,800.2,800.2,
255,800.142,800.142,
8,802.004,802.004,
16,803.229,,803.229
32,799.44,799.44,
64,777.03,777.03,
128,798.802,798.802,
255,800.375,800.375,
8,799.597,799.597,
16,802.071,,802.071
32,798.647,798.647,
64,806.053,,806.053
128,800.32,800.32,
255,801.03,801.03,
8,801.122,801.122,
16,798.673,798.673,
32,804.737,,804.737
64,776.252,776.252,
128,800.593,800.593,
255,799.217,799.217,
8,802.332,802.332,
16,778.528,778.528,
32,796.721,796.721,
64,801.435,801.435,
128,778.914,778.914,
255,777.81,777.81,
8,806.981,,806.981
16,781.249,781.249,
32,800.1,800.1,
64,798.9,798.9,
128,776.992,776.992,
255,803.461,,803.461
8,799.361,799.361,
16,800.151,800.151,
32,801.913,801.913,
64,795.714,795.714,
128,806.49,,806.49
255,800.331,800.331,
8,803.498,,803.498
16,803.154,,803.154
32,804.006,,804.006
64,802.318,802.318,
128,801.893,801.893,
255,801.615,801.615,
8,801.445,801.445,
16,800.625,800.625,
32,803.402,,803.402
64,777.8,777.8,
128,800.487,800.487,
255,798.42,798.42,
8,799.303,799.303,
16,802.728,,802.728
32,800.758,800.758,
64,775.572,775.572,
128,776.163,776.163,
255,803.116,,803.116
8,776.836,776.836,
16,776.54,776.54,
32,778.509,778.509,
64,798.986,798.986,
128,800.158,800.158,
255,804.18,,804.18
8,798.678,798.678,
16,799.507,799.507,
32,775.969,775.969,
64,799.614,799.614,
128,800.66,800.66,
255,775.891,775.891,
8,780.804,780.804,
16,799.517,799.517,
32,803.823,,803.823
64,801.887,801.887,
128,793.674,793.674,
255,803.443,,803.443
8,802.227,802.227,
16,800.88,800.88,
32,797.388,797.388,
64,800.014,800.014,
128,799.12,799.12,
255,801.72,801.72,
8,802.061,802.061,
16,799.687,799.687,
32,801.832,801.832,
64,801.002,801.002,
128,804.307,,804.307
255,799.421,799.421,
8,799.92,799.92,
16,801.706,801.706,
32,802.249,802.249,
64,798.021,798.021,
128,799.963,799.963,
255,801.24,801.24,
8,798.227,798.227,
16,779.369,779.369,
32,800.338,800.338,
64,783.237,783.237,
128,800.007,800.007,
255,797.338,797.338,
8,776.673,776.673,
16,802.416,,802.416
32,778.955,778.955,
64,800.149,800.149,
128,801.684,801.684,
255,776.983,776.983,
8,799.742,799.742,
16,801.006,801.006,
32,797.745,797.745,
64,799.439,799.439,
128,800.167,800.167,
255,799.984,799.984,
8,802.195,802.195,
16,801.084,801.084,
32,777.22,777.22,
64,800.119,800.119,
128,801.785,801.785,
255,799.375,799.375,
8,802.72,802.72,
16,810.295,,810.295
32,802.215,802.215,
64,801.275,801.275,
128,800.051,800.051,
255,798.245,798.245,
8,800.836,800.836,
16,800.991,800.991,
32,798.797,798.797,
64,800.171,800.171,
128,799.88,799.88,
255,801.487,801.487,
8,804.342,,804.342
16,796.989,796.989,
32,777.654,777.654,
64,799.734,799.734,
128,801.666,801.666,
255,801.508,801.508,
8,778.343,778.343,
16,800.898,800.898,
32,800.101,800.101,
64,800.287,800.287,
128,799.834,799.834,
255,777.574,777.574,
8,800.49,800.49,
16,800.731,800.731,
32,801.061,801.061,
64,801.733,801.733,
128,801.975,801.975,
255,803.432,,803.432
8,799.499,799.499,
16,779.944,779.944,
32,799.58,799.58,
64,800.06,800.06,
128,801.604,801.604,
255,801.609,801.609,
8,778.029,778.029,
16,775.294,775.294,
32,801.342,801.342,
64,798.303,798.303,
128,801.623,801.623,
255,801.853,801.853,
8,776.598,776.598,
16,800.804,800.804,
32,801.377,801.377,
64,800.722,800.722,
128,777.379,777.379,
255,803.989,,803.989
8,798.993,798.993,
16,823.68,,823.68
32,774.643,774.643,
64,799.583,799.583,
128,800.623,800.623,
255,792.589,792.589,
8,800.586,800.586,
16,800.972,800.972,
32,777.988,777.988,
64,801.875,801.875,
128,778.444,778.444,
255,798.498,798.498,
8,778.595,778.595,
16,800.018,800.018,
32,798.611,798.611,
64,802.262,802.262,
128,795.923,795.923,
255,801.894,801.894,
8,800.427,800.427,
16,794.381,794.381,
32,801.201,801.201,
64,802.172,802.172,
128,780.497,780.497,
255,801.019,801.019,
8,799.584,799.584,
16,802.076,,802.076
32,799.783,799.783,
64,801.169,801.169,
128,798.221,798.221,
255,799.463,799.463,
8,802.097,802.097,
16,801.571,801.571,
32,801.371,801.371,
64,802.765,802.765,
128,800.782,800.782,
255,776.884,776.884,
8,802.156,802.156,
16,799.745,799.745,
32,800.556,800.556,
64,805.284,,805.284
128,800.36,800.36,
255,803.445,,803.445
8,777.859,777.859,
16,773.668,773.668,
32,802.881,,802.881
64,796.147,796.147,
128,800.708,800.708,
255,801.2,801.2,
8,780.023,780.023,
16,797.297,797.297,
32,799.915,799.915,
64,800.674,800.674,
128,801.696,801.696,
255,778.345,778.345,
8,779.542,779.542,
16,799.785,799.785,
32,801.333,801.333,
64,802.269,802.269,
128,801.345,801.345,
255,799.284,799.284,
8,801.228,801.228,
16,778.964,778.964,
32,801.196,801.196,
64,801.867,801.867,
128,798.12,798.12,
255,800.363,800.363,
8,803.464,,803.464
16,800.853,800.853,
32,801.881,801.881,
64,796.964,796.964,
128,800.72,800.72,
255,801.939,801.939,
8,804.833,,804.833
